year,month,day,hour,dewp,temp,pres,iws,is,ir,dayofweek,quarter,is_weekend,season,wind_NE,wind_NW,wind_SE,wind_cv
-1.4178519902284348,1.0037332857437236,-1.2198468724731004,1.5162759381611086,0.7748480413527584,0.2917243145804514,-0.33894808708199475,-0.7318389457470454,-0.06891923194616259,-0.13803268812408329,-0.9944061219387391,1.3300831994957343,-0.6316663630856014,1.3408963790732518,-0.3609420905447352,-0.6877538338026592,1.3676237162005238,-0.5237082631846212
-0.001978886507945911,0.7140187590947642,-1.4471656143448117,1.3715685749603161,0.42917600466247857,0.2917243145804514,-0.14426232318985333,2.13084363552781,-0.06891923194616259,-0.13803268812408329,-1.4936312018289108,0.43575077604545615,-0.6316663630856014,1.3408963790732518,-0.3609420905447352,1.4540086159475123,-0.7311952755383322,-0.5237082631846212
-0.001978886507945911,1.293447812392683,-1.333506243408956,0.648031758956354,-0.1238992540419691,-0.6907898185381933,-0.33894808708199475,2.13084363552781,-0.06891923194616259,22.18274225626058,1.5017192775121193,1.3300831994957343,1.5831142173142485,1.3408963790732518,-0.3609420905447352,1.4540086159475123,-0.7311952755383322,-0.5237082631846212
-1.4178519902284348,-1.0242684007989922,-0.8788687596655332,-1.0884565994531552,-0.4695712907322489,-1.3457992406172898,2.094623961569773,-0.24808542803658284,3.9897134995216668,-0.13803268812408329,-1.4936312018289108,-1.3529140708551,-0.6316663630856014,-0.4513448010231696,-0.3609420905447352,-0.6877538338026592,1.3676237162005238,-0.5237082631846212
-0.7099154383681903,-1.3139829274479518,-0.6515500177938218,0.7927391221571465,-0.4004368833941929,-1.2639230628574027,1.0238522601629951,2.13084363552781,25.635754734016757,-0.13803268812408329,0.004044037841604296,-1.3529140708551,-0.6316663630856014,-1.3474653910713803,-0.3609420905447352,-0.6877538338026592,1.3676237162005238,-0.5237082631846212
1.4138942172125428,-0.7345538741500328,-0.7652093887296775,1.660983301361901,-0.4695712907322489,0.5373528478601126,0.2451092045944295,0.5657587252880779,-0.06891923194616259,-0.13803268812408329,-0.4951810420485674,-0.45858164740482193,-0.6316663630856014,-0.4513448010231696,-0.3609420905447352,-0.6877538338026592,1.3676237162005238,-0.5237082631846212
0.7059576653522984,1.5831623390416423,-1.5608249852806675,-0.654334509850778,-0.9535121420986405,-1.3457992406172898,0.2451092045944295,-0.6555766264844549,-0.06891923194616259,-0.13803268812408329,-1.4936312018289108,1.3300831994957343,-0.6316663630856014,-1.3474653910713803,-0.3609420905447352,1.4540086159475123,-0.7311952755383322,-0.5237082631846212
1.4138942172125428,0.4243042324458048,0.48504369156473526,0.21390966935397668,1.1205200780430382,1.6017431587386441,-0.8256624968123483,-0.27369590838596025,-0.06891923194616259,-0.13803268812408329,-0.4951810420485674,0.43575077604545615,-0.6316663630856014,0.44477578902504106,-0.3609420905447352,-0.6877538338026592,1.3676237162005238,-0.5237082631846212
0.7059576653522984,-1.3139829274479518,-1.4471656143448117,0.3586170325547691,-0.331302476056137,-1.1820468850975157,0.1477663226483588,-0.7318389457470454,12.106978962457326,-0.13803268812408329,1.5017192775121193,-1.3529140708551,1.5831142173142485,-1.3474653910713803,-0.3609420905447352,-0.6877538338026592,1.3676237162005238,-0.5237082631846212
-0.7099154383681903,-1.6036974540969111,-0.7652093887296775,-0.36491978344919307,-1.6448562154792004,-1.5914277738969511,2.2893097254619144,2.13084363552781,-0.06891923194616259,-0.13803268812408329,1.5017192775121193,-1.3529140708551,1.5831142173142485,-1.3474653910713803,-0.3609420905447352,1.4540086159475123,-0.7311952755383322,-0.5237082631846212
-0.7099154383681903,0.4243042324458048,-0.08325316311454328,-0.7990418730515704,1.5353265220713739,1.028609914419435,-1.507062670434843,0.0063120101005663745,-0.06891923194616259,2.742067304699744,-1.4936312018289108,0.43575077604545615,-0.6316663630856014,0.44477578902504106,-0.3609420905447352,-0.6877538338026592,1.3676237162005238,-0.5237082631846212
1.4138942172125428,-1.3139829274479518,-0.4242312759221104,0.06920230615318423,-1.7139906228172563,-0.8545421740579674,1.6079095518394193,-0.19743358912336964,-0.06891923194616259,-0.13803268812408329,-0.4951810420485674,-1.3529140708551,-0.6316663630856014,-1.3474653910713803,2.770527533906606,-0.6877538338026592,-0.7311952755383322,-0.5237082631846212
1.4138942172125428,0.13458970579684537,1.735296771859148,0.06920230615318423,1.397057707395262,1.356114625458983,-0.9230053787584189,-0.0443398288126468,-0.06891923194616259,-0.13803268812408329,0.004044037841604296,0.43575077604545615,-0.6316663630856014,0.44477578902504106,-0.3609420905447352,-0.6877538338026592,1.3676237162005238,-0.5237082631846212
