fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,sulphates,alcohol,total_acidity,fixed_to_volatile,so2_ratio,is_high_alcohol,sugar_per_density,chlorides_per_alcohol,wine_type_red,wine_type_white,sweetness_dry,sweetness_off_dry,sweetness_medium,sweetness_sweet,alcohol_band_low,alcohol_band_medium,alcohol_band_high,alcohol_band_very_high
-0.11640639247525406,-1.1231466954923481,2.335510583659063,1.8297702559930373,-0.38194703434742455,-0.3533631958590058,0.20015642501802558,-0.104326377987842,0.22689328267573097,-1.129980409428162,1.3844686582478307,0.02692703006773348,1.5600262704307108,-0.7631706082852768,2.2872106062292206,1.8389157361685298,-0.6404903730664013,-0.5795207665780118,0.5795207665780118,-0.16364367421619777,-1.2413281284124917,1.3119556476814969,0.0,-0.26026348145528855,-0.9897145465844837,-0.6558258357839529,2.4684678108764824
2.326838898104277,-0.3174305712640505,1.2576761298754506,-0.5623685076500458,0.2607327006094224,-1.4663103406891933,-1.798215560877006,1.0629906503248827,-1.0917966661099354,1.6475383753398611,-0.0444346697788326,2.2669730813725613,0.8018168538826779,0.7961537249709066,-0.4372137822710768,-0.5649093412415344,0.1836240220571312,1.7255637031005095,-1.7255637031005095,-0.16364367421619777,0.8055887698918728,-0.7622208889204536,0.0,-0.26026348145528855,1.0103923433792212,-0.6558258357839529,-0.4051095969709763
-0.48519813444952314,2.3011468324779174,-1.760260340718661,-0.796891915850348,1.041129521628451,-1.407734175171815,-1.762846145197448,0.5823306974902179,1.357198953063446,0.41308558210962826,0.12367160410665669,-0.3663634980239538,-1.460334531944809,0.9198713691344578,-0.4372137822710768,-0.7989949462089181,0.8155873924109284,1.7255637031005095,-1.7255637031005095,-0.16364367421619777,0.8055887698918728,-0.7622208889204536,0.0,-0.26026348145528855,-0.9897145465844837,1.5247950681976905,-0.4051095969709763
-1.038385747410926,-0.3845735816164083,-0.6824258869350498,1.6773300406628409,-0.24422994828524294,0.7010077834538034,0.8544906150898501,0.410666428620722,-0.1498752741201713,-0.5127540128130457,-0.3806472175498127,-1.09309599558468,-0.33530531918834733,-0.22331179738978224,-0.4372137822710768,1.6813761240254805,-0.18786795916435764,-0.5795207665780118,0.5795207665780118,-0.16364367421619777,-1.2413281284124917,1.3119556476814969,0.0,-0.26026348145528855,1.0103923433792212,-0.6558258357839529,-0.4051095969709763
0.5289791559797165,0.2868565219071731,-0.610570256682809,1.3607234395924328,-1.070532464658332,-0.11905853378949263,-0.3480695180151247,-0.9832474345997603,-1.8453337797017426,-0.8985205106974937,2.5612125754462602,0.45441673451522047,-0.44711721416030403,0.0739318931330351,2.2872106062292206,1.3744898959132403,-1.2724537434201983,-0.5795207665780118,0.5795207665780118,-0.16364367421619777,-1.2413281284124917,1.3119556476814969,0.0,-0.26026348145528855,-0.9897145465844837,-0.6558258357839529,2.4684678108764824
0.8977708979539848,-0.3845735816164083,0.610975457605284,0.44608214761125403,-0.15241855757712183,-0.001906202754736051,-0.3127001023355666,0.20466930597728877,0.22689328267573097,-0.667060611966825,-0.3806472175498127,0.8562570566958565,0.38451374715472214,0.19122264669068725,-0.4372137822710768,0.4482131570573028,-0.1024675037111416,-0.5795207665780118,0.5795207665780118,-0.16364367421619777,-1.2413281284124917,1.3119556476814969,0.0,-0.26026348145528855,1.0103923433792212,-0.6558258357839529,-0.4051095969709763
0.2523853494990151,-0.8545746540829157,-0.10758084491712379,0.6806055558115562,-0.6573812064717874,-0.9391248510327888,0.05867876229979324,-0.104326377987842,-1.6569495013037916,-1.4385936077357202,-0.12848780672157725,0.11242497095723118,0.9901215216380245,-1.3407874014904269,-0.4372137822710768,0.685107789284295,-0.6148702364304367,-0.5795207665780118,0.5795207665780118,-0.16364367421619777,-1.2413281284124917,1.3119556476814969,0.0,-0.26026348145528855,1.0103923433792212,-0.6558258357839529,-0.4051095969709763
1.174364704434687,2.3011468324779174,-1.4728378197096983,-0.7265348933902573,1.683809256585298,-0.8219725199980321,-0.913980168888054,0.6853292588119536,-0.21267003358615685,2.264764771954977,-0.8009129022635374,1.2067986143427953,-1.2062863894634615,-0.2530361664420638,-0.4372137822710768,-0.7285351791137356,1.7848825618049275,1.7255637031005095,-1.7255637031005095,-0.16364367421619777,0.8055887698918728,-0.7622208889204536,0.0,-0.26026348145528855,1.0103923433792212,-0.6558258357839529,-0.4051095969709763
0.0679894785118805,-1.3245757265494227,0.036130415587357856,-0.9141536199504992,-1.437778027490816,1.0524647765580732,0.02330934662023516,-0.7978500242206894,-1.1545914255759182,1.1074652783016348,-0.4647003544925573,-0.10131988126651192,2.54397094618393,1.0307352320862109,-0.4372137822710768,-0.9153354918777078,-1.276723766192859,-0.5795207665780118,0.5795207665780118,-0.16364367421619777,0.8055887698918728,-0.7622208889204536,0.0,-0.26026348145528855,1.0103923433792212,-0.6558258357839529,-0.4051095969709763
-1.038385747410926,-1.1231466954923481,0.10798604583959867,0.2350110802309819,-0.7950982925339691,-0.001906202754736051,-0.06511419257866005,-0.30345692987648776,0.603661839471636,0.41308558210962826,-0.35262950523559133,-1.09309599558468,0.9954961706667191,-0.12208827034687696,-0.4372137822710768,0.23870654061149418,-0.7002706918836523,-0.5795207665780118,0.5795207665780118,-0.16364367421619777,-1.2413281284124917,1.3119556476814969,0.0,-0.26026348145528855,1.0103923433792212,-0.6558258357839529,-0.4051095969709763
