5.071997592824608603e-01,3.713692511026644993e-01,4.803984546695323071e-02,-7.918086890458887472e-01,2.082475190466032355e+00,9.251830468830024579e-01,5.652423684019649563e-01,-3.655755331760445759e-01,-1.774566402053708858e-01,4.405870253231858324e-01,9.317269781024754838e-02,-4.940251784473018715e-01,-3.822391092731325934e-01,-4.449585503935826747e-01,-7.933178643084030091e-01,2.204835036720409480e+00,-4.207126115621011575e-01
-7.120429848755575053e-01,9.354488294500570289e-01,-1.016080392312871616e+00,8.509166403229015962e-01,1.641228441503464142e+00,-1.501693295666197026e+00,-2.169448216673508067e+00,-1.581579508986816984e+00,-4.865015799715089462e-01,-1.286655076431342914e+00,-2.034098888264351590e+00,2.100788869346476240e+00,-3.822391092731325934e-01,2.247400345752344819e+00,-7.933178643084030091e-01,-4.535486706921412758e-01,-4.207126115621011575e-01
9.325379240803075565e-01,9.810990283608561624e-01,8.081922888665247218e-01,-5.857141838170109027e-01,-2.106392848674512944e-02,-8.181371987690656544e-01,8.540401872987374299e-02,-3.517555840531896849e-01,5.472018030989961312e-01,2.641466255711829025e-01,-1.952124733217332764e-01,1.231629271804792758e+00,-3.822391092731325934e-01,-4.449585503935826747e-01,-7.933178643084030091e-01,2.204835036720409480e+00,-4.207126115621011575e-01
-2.285444092750220924e-01,6.714769877754803717e-01,-1.852961693943615436e-03,3.073770826172114723e-02,-2.106392848674512944e-02,-6.779545953435288652e-01,7.748608094045736916e-01,5.014366351108739961e-01,-9.155431598693852813e-02,-2.890995098172024491e-01,9.430402682928032965e-01,8.632933640873182712e-01,-3.822391092731325934e-01,-4.449585503935826747e-01,1.260528780442600860e+00,-4.535486706921412758e-01,-4.207126115621011575e-01
-3.916636705411635777e-01,1.766476668863462274e-01,-5.481560947625377933e-01,-5.718750455603579530e-01,-2.007603290002921981e-01,6.654785056253466058e-01,6.864384883233134449e-01,-1.264004035927936531e+00,-5.447458287109421260e-01,-2.717287762654834737e-01,-5.641932268863675271e-01,-4.548653311282210843e-01,-3.822391092731325934e-01,-4.449585503935826747e-01,1.260528780442600860e+00,-4.535486706921412758e-01,-4.207126115621011575e-01
4.511657634923657567e-01,-4.287504702461539252e-01,-2.482821168645197307e-01,1.087002234492960850e+00,1.359850923758155972e+00,7.553741883462724571e-01,-1.640135740598335223e+00,-5.249272180445050395e-01,-5.543061746974898840e-01,6.449438068487188536e-02,-1.347556124177934578e+00,-8.258884429064418109e-01,-3.822391092731325934e-01,-4.449585503935826747e-01,-7.933178643084030091e-01,2.204835036720409480e+00,-4.207126115621011575e-01
-2.078320800302136950e-01,-1.292426927798489666e+00,-7.264622086859201522e-01,-6.455812420190336631e-01,2.580622275149033196e-01,2.101407082281336436e+00,8.634318737941227839e-01,-6.359581413962985819e-01,-1.225642798538318257e+00,-2.070175656257145641e-02,5.026164988632467884e-02,-1.741913671649708562e+00,-3.822391092731325934e-01,-4.449585503935826747e-01,1.260528780442600860e+00,-4.535486706921412758e-01,-4.207126115621011575e-01
-1.344859625480052390e-01,4.285673457764953564e-01,-8.665538076225667297e-01,7.962949332091620591e-02,-4.784812479751236469e-01,1.760920554002492810e+00,5.114187218220567210e-01,2.816933184789622291e-01,1.647144424316873690e-01,-2.898468852665970763e-01,5.691743432169429351e-01,-8.595624496389629998e-01,-3.822391092731325934e-01,-4.449585503935826747e-01,1.260528780442600860e+00,-4.535486706921412758e-01,-4.207126115621011575e-01
-2.947998496649342423e-02,6.914069294176723446e-01,1.045468501020868413e+00,-2.151681254114349851e-01,-1.959887290732242437e+00,-2.032007366356527733e-01,5.874502624981232657e-01,2.966905385221014768e-01,-2.549583138719956565e+00,8.122803755632690415e-01,6.364313314892461326e-01,4.407645070331859816e-01,-3.822391092731325934e-01,-4.449585503935826747e-01,1.260528780442600860e+00,-4.535486706921412758e-01,-4.207126115621011575e-01
-2.947998496649342423e-02,-1.063881568229481100e+00,8.461618501424377214e-01,-5.476559847107917434e-02,4.654397372750403994e-01,-6.442134584345194925e-01,1.665644133797767878e+00,1.300078596946232956e+00,-6.103682780452397427e-01,3.912800830684013409e-01,2.400830790410763083e+00,-3.692196506692999591e-01,-3.822391092731325934e-01,-4.449585503935826747e-01,1.260528780442600860e+00,-4.535486706921412758e-01,-4.207126115621011575e-01
